"source","term_name","term_id","highlighted","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","HTR2C","NXPH2","ROR1","LHFPL3","KCNIP1","QRFPR","SPON1","CARD11","PLPPR1","ZNF385D","GRIN3A","FAT1","ADAMTSL3","MMD2","PTGER3","SLC24A3","FGFR1","BCL11B","GRM4","GNA14","COL11A1","MCC","RANBP17","SDK1","TLL1","SORCS2","AFDN","PCP4","TLE4","GRIP1","CDH6","NR4A3","PCDH17","SEMA5B","LUZP2","VWC2L","PHLDB2","SPHKAP","CRYM","SEL1L3","ERC1","ASIC2","HS3ST4","PRR16","PLCE1","ASTN2","GHR","DIP2A","IRAG2","DGKD","TSHZ2","KLHL5","ITGA8","HPSE2","TRMT9B","TMEM132C","ABLIM3","DLC1","ZNF704","SEMA3E","ASAP2","CDH8","UST","FARP1","CDH11","DAB1","NCK2","PAPSS2","SLC24A2","TMTC2","SAMD4A","CLMP","ABLIM1","PDZRN4","CAMK2D","KIAA1217","OSBPL9","ALCAM","CORO6","MEIS2","ADCY2","SATB1","TOX","GRM8","NYAP2","MOB3B","KCNT2","PDE3B","DPP10","TSHZ3","CHN2","RALGPS2","MDGA2","GRM3","SLC1A2","OLFM3","SPOCK1","TRHDE","NLGN1","CAP2","EPHA7","MYRIP","DIP2B","DOCK4","GRIK3","XKR6","KIAA1671","BMPER","LRRTM3","LRP1B","CDH13","ZNF385B","PLXNA4","TMEM232","PARD3","ST8SIA1","CNTN4","SLC35F1","SH3RF3","EPHA5","ST6GAL2","GARNL3","NKAIN2","NELL1","FAM135B","GALNT14","CSMD2","AUTS2","STARD13","GPR158","CHSY3","SNTG1","CNTNAP2","CLSTN2","GRIA4","SGCZ","DCC"
"GO:CC","postsynaptic specialization","GO:0099572","false","0.000005622415917140865","5.250077030689092","346","130","14","22097",,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,"NAS",,"ISS,TAS,IEA","IEA",,,,,"IBA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IEA","IBA",,"IEA"
"GO:CC","postsynaptic specialization membrane","GO:0099634","false","0.000014344660462724091","4.843309727021363","122","130","9","22097",,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS",,,,,,"IBA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IEA","IBA",,"IEA"
"GO:CC","postsynaptic density membrane","GO:0098839","false","0.00004760628595550981","4.322335699053642","101","130","8","22097",,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IEA","IBA",,"IEA"
"GO:CC","plasma membrane protein complex","GO:0098797","false","0.00035603109044264587","3.448512075571747","718","130","17","22097",,,,,"IDA,IBA",,,,,,"IDA,IEA",,,,,,,,,"IBA,TAS",,,,,,,,,,,"IBA",,,,,"IBA,IEA",,,,,,,,,,,,,,,,,"IBA,TAS,IEA",,,,,,,,,"IBA",,,"IBA",,,,,,,,,,,,,"IDA",,,,,,,,,,,"IPI,IBA",,,,,,,"IEA",,,,,,,,,"IBA",,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,"IBA,TAS","IDA,NAS",,"ISS,IBA","IBA,TAS,IEA",
"GO:CC","plasma membrane region","GO:0098590","false","0.00040236337617639514","3.3953815564023038","1266","130","23","22097",,,,,,,,,,,"IBA,IEA","IEA",,,,,,,,,,,,,,"IEA",,,,"IEA",,,"IEA",,,,,,,,"TAS,IEA",,,,,,,,,,,,"IEA",,,,,"IDA",,,,"IEA",,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA","IDA,IEA",,,,"ISS,TAS,IEA",,,,,,"IBA,IEA",,,,"IEA",,"IDA",,,,"IBA",,,,,,,,,,,,,,,"ISS,IEA",,"IDA","IDA,IEA","IBA,IEA","IBA,IEA",,"IEA"
"GO:CC","receptor complex","GO:0043235","true","0.0008334460897800234","3.0791224866197218","523","130","14","22097","IDA",,"IDA,IBA",,,,,,,,"IDA,IEA",,,,,,"IDA,IBA",,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,"IDA,IBA",,,,,,"IBA,TAS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IDA",,,,,,,,,,,,,,,,,,"IEA",,,"ISS,IEA",,,,,,"IBA",,,,,"IDA,IBA",,,"IBA,TAS",,,,,,,,,,,,,,,,,,,,,,"ISS,IBA",,
"GO:CC","ionotropic glutamate receptor complex","GO:0008328","true","0.0013305525702113148","2.8759679617727545","41","130","5","22097",,,,,,,,,,,"IDA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IBA",,
"GO:CC","cell body","GO:0044297","false","0.002022229836649655","2.6941694861752215","565","130","14","22097",,,,,,,,,,,"IDA,IEA",,,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,,,,,,,,"IEA",,,,"IEA","IEA",,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,"ISS,IEA",,"ISS",,,,,,,,,,,,,,,"IDA",,,,,,,,,,,,,"NAS,IEA",,"ISS",,
"GO:CC","neurotransmitter receptor complex","GO:0098878","false","0.0023771408637052855","2.623945082252767","46","130","5","22097",,,,,,,,,,,"IDA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IBA",,
"GO:CC","axon","GO:0030424","false","0.0024309419000807467","2.6142254207436073","656","130","15","22097",,,"ISS,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,"ISS,IEA",,,,,,,,,,,,"IEA",,,,"ISS,IEA","IEA",,"ISS",,,,,,"ISS,IEA",,"ISS",,,,,,,,,,"ISS",,"IBA,NAS",,,"ISS,IEA",,,,,,,,"ISS,IEA",,,,,"IDA,ISS,NAS,IEA",,,,"IBA,IEA"
"GO:CC","neuronal cell body","GO:0043025","false","0.0025386633234416424","2.5953948912754146","498","130","13","22097",,,,,,,,,,,"IDA,IEA",,,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,,,,,,,,"IEA",,,,"IEA","IEA",,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IEA",,"ISS",,,,,,,,,,,,,,,"IDA",,,,,,,,,,,,,"NAS,IEA",,"ISS",,
"GO:CC","dendritic spine","GO:0043197","false","0.0026779146078215795","2.572203275697109","172","130","8","22097",,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,"IEA",,,,,,"ISS,IEA",,,,,"IEA",,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,"ISS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IBA",,
"GO:CC","neuron spine","GO:0044309","false","0.003168198958192974","2.499187553177183","176","130","8","22097",,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,"IEA",,,,,,"ISS,IEA",,,,,"IEA",,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,"ISS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IBA",,
"GO:CC","catenin complex","GO:0016342","false","0.010263215063636586","1.9887165704451706","31","130","4","22097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,
"GO:CC","perikaryon","GO:0043204","false","0.011594503516866693","1.9357478433607562","154","130","7","22097",,,,,,,,,,,,,,,,,,,,,,,,,,"IEA",,,,"IEA",,,,,,,,,,,,,,,,"IEA",,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ISS,IEA",,"ISS",,,,,,,,,,,,,,,,,,,,,,,,,,,,"NAS",,,,
"GO:CC","cell leading edge","GO:0031252","true","0.014743952095327964","1.831386088855757","427","130","11","22097",,,,,,,,,,,,"IEA",,,,,,,,,,"IEA",,,,,,,,,,,,,,,"IDA",,,,,,,,"IDA,IEA",,,,,,,,"IEA",,,,"IDA","IDA",,,,,,,,,,,,,,,"IDA",,,,,,,,,,,,,,,,,,,,,,"IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IDA","IDA,IEA",,,,
"GO:CC","extrinsic component of plasma membrane","GO:0019897","false","0.03750924010187454","1.4258617341138893","129","130","6","22097",,,,,,,,,,,,,,,,,,,,"IBA,TAS",,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,"IEA","IBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IBA",,,,,,,,,,,,,,,,,,,,,,,,,,
"GO:CC","presynapse","GO:0098793","false","0.041107021748794825","1.3860839872166957","564","130","12","22097",,,"ISS,IEA",,,,,,,,"IEA",,,,,,,,"IEA",,,,,,,,,,,,,,"IEA",,,,,,,,"IBA,TAS,IEA",,,,,,,,,,,,,,,,,,,,,"IBA,IEA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"IEA","IDA",,,,"IEA",,,,,,"ISS,IBA",,,,,,,,,,,,,"IDA,IEA",,,,,,,,,,,,"IEA",,,,,,,
"KEGG","Axon guidance","KEGG:04360","false","0.0000013361328735883374","5.874150350695226","181","55","11","8484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,"KEGG",,,,,,,"KEGG",,,,,,"KEGG",,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,"KEGG",,"KEGG",,,,,"KEGG",,,,,,,,,,,,,,,,,"KEGG"
"KEGG","Glutamatergic synapse","KEGG:04724","false","0.00005245839542352375","4.280184997568901","115","55","8","8484",,,,,,,,,,,"KEGG",,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,"KEGG",,,,,,,,,,"KEGG","KEGG",,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,
"KEGG","Neuroactive ligand-receptor interaction","KEGG:04080","false","0.0014341038257924806","2.8434194056162845","365","55","11","8484","KEGG",,,,,"KEGG",,,,,"KEGG",,,,"KEGG",,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,"KEGG",,,,,,,,,,,"KEGG",,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,"KEGG",,
"KEGG","cAMP signaling pathway","KEGG:04024","false","0.0069253468480592745","2.1595584705774535","223","55","8","8484",,,,,,,,,,,"KEGG",,,,"KEGG",,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,"KEGG",,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,
"KEGG","Calcium signaling pathway","KEGG:04020","false","0.015740716146202486","1.802975512684149","251","55","8","8484","KEGG",,,,,,,,,,"KEGG",,,,"KEGG",,"KEGG",,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"KEGG",,,,,,"KEGG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REAC","Cell-cell junction organization","REAC:R-HSA-421270","false","0.0023724412266443195","2.6248045377037137","64","77","6","10842",,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,"REAC",,,,,,,,,,,,,,,,,,,,,,
"REAC","Cell-Cell communication","REAC:R-HSA-1500931","false","0.013010290564363848","1.8857130040463528","127","77","7","10842",,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,"REAC",,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,"REAC",,,,,,,,,,,,,,,,,,,,,,
"REAC","Cell junction organization","REAC:R-HSA-446728","false","0.01812529676721401","1.7417148739537505","91","77","6","10842",,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,"REAC",,,,,,,,,,,,,,,,,,,,,,
"REAC","Adherens junctions interactions","REAC:R-HSA-418990","false","0.030299925846576762","1.5185584343512242","32","77","4","10842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,
"REAC","DCC mediated attractive signaling","REAC:R-HSA-418885","false","0.038998225196586855","1.4089551572008785","13","77","3","10842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC",,,,,,,,,,,,,,,,"REAC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"REAC"
"WP","Neuroinflammation and glutamatergic signaling","WP:WP5083","false","0.009577764650706979","2.018735838848543","140","60","7","8286",,,,,,,,,,,"WP",,,,,,,,"WP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP",,,,,,,,,"WP",,,,,,,,,,,"WP",,,,,,,,,,"WP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP",,
"WP","GPCRs class C metabotropic glutamate pheromone","WP:WP501","false","0.023900263208663567","1.621597316230074","15","60","3","8286",,,,,,,,,,,,,,,,,,,"WP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP",,,,,,,,,,"WP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WP","Hippo Merlin signaling dysregulation","WP:WP4541","false","0.03332003063600882","1.4772946079542217","120","60","6","8286",,,,,,,,,,,,,,,,,"WP",,,,,,,,,,,,,,"WP",,,,,,,,,,,,,,,,,,,,,,"WP",,,,,,,,,"WP",,,"WP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP",,,,,,,,,,,,,,,,,,,,,,,,,,
"WP","NRXN1 deletion syndrome","WP:WP5398","false","0.03535247960168203","1.4515801196447007","17","60","3","8286",,,,,,,,,,,"WP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"WP",,
"TF","Factor: ETF; motif: GVGGMGG; match class: 1","TF:M00695_1","false","4.10039744837731e-10","9.387174045409196","7249","137","92","20045",,"TF","TF","TF",,,,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF",,,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,"TF",,,,,,,,"TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,,"TF",,,"TF","TF",,,"TF",,"TF","TF","TF","TF","TF",,,,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,,"TF",,"TF","TF","TF","TF",,"TF",,"TF","TF",,"TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,
"TF","Factor: ZNF93; motif: GGYAGCRGCAGCGGYG","TF:M12742","false","1.0950438128854191e-7","6.960568504281655","2618","137","48","20045",,,"TF","TF",,,,,,,,,,,,"TF",,"TF",,,,"TF","TF","TF",,"TF",,,"TF",,"TF","TF","TF",,,,,,,"TF","TF",,"TF",,,"TF",,,,,,,,,,,,,"TF",,"TF","TF","TF",,,"TF","TF","TF",,,,,,,,,,"TF",,,"TF","TF","TF","TF",,,,"TF",,"TF","TF","TF","TF","TF",,"TF",,,,,,,"TF",,,"TF",,,,"TF",,"TF",,,,,,,,,,,"TF","TF","TF","TF",,"TF",,"TF","TF",,"TF","TF",,,
"TF","Factor: ZXDL; motif: GSGSCNNGGGMRGCNCCGGGS; match class: 1","TF:M12722_1","false","0.00004541237801412741","4.342825755721301","6868","137","79","20045",,,"TF","TF",,,,,,,,"TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF",,"TF",,,,"TF",,"TF","TF",,"TF","TF","TF","TF",,"TF",,,,"TF",,,,"TF",,"TF","TF",,"TF",,"TF","TF",,"TF","TF","TF",,,,,,"TF",,,,"TF",,,"TF","TF","TF","TF",,"TF",,,"TF","TF","TF","TF","TF",,"TF","TF",,,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF",,"TF","TF",,"TF",,"TF",,"TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,
"TF","Factor: ZNF138; motif: GCAGCRSCNSGSNCMGSGCS; match class: 1","TF:M13144_1","false","0.00004829154594156642","4.316128891449002","5699","137","70","20045",,,"TF","TF",,,"TF","TF",,,"TF","TF","TF",,"TF","TF","TF","TF","TF",,,,,"TF","TF","TF","TF",,,,,,,,,,,,,"TF",,"TF","TF","TF","TF","TF",,"TF",,,"TF","TF","TF",,,"TF",,,"TF",,"TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF",,,,,,,"TF","TF","TF","TF",,,,"TF","TF","TF",,"TF","TF",,,,,,"TF","TF","TF",,,,"TF","TF","TF","TF",,,,,"TF",,"TF",,"TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF",,,"TF","TF",,"TF","TF",,,
"TF","Factor: ZNF93; motif: GGYAGCRGCAGCGGYG; match class: 1","TF:M12742_1","false","0.000060630705908454046","4.21730737535135","1335","137","29","20045",,,,"TF",,,,,,,,,,,,"TF",,"TF",,,,"TF",,"TF",,,,,,,"TF","TF",,,,,,,,,"TF",,"TF",,,"TF",,,,,,,,,,,,,"TF",,"TF",,,,,,"TF","TF",,,,,,,,,,"TF",,,,"TF","TF","TF",,,,,,"TF",,"TF",,"TF",,,,,,,,,"TF",,,,,,,"TF",,"TF",,,,,,,,,,,"TF",,,"TF",,"TF",,,"TF",,"TF",,,,
"TF","Factor: ZNF253; motif: SNGNSCGNGGNGCKGNN; match class: 1","TF:M13147_1","false","0.00008496815386106166","4.07074381774392","6820","137","78","20045",,"TF","TF",,,,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,,"TF","TF","TF","TF","TF",,"TF",,,,,,,,,"TF",,"TF","TF",,"TF",,"TF","TF",,"TF",,,,"TF","TF",,,"TF",,,"TF",,"TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF",,,,"TF",,"TF","TF","TF","TF","TF",,,,,,"TF","TF","TF",,,"TF",,,,"TF","TF","TF","TF","TF",,"TF","TF",,"TF",,"TF",,"TF","TF",,"TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF",,"TF",,"TF","TF",,"TF","TF",,,
"TF","Factor: WT1; motif: NNGGGNGGGSGN","TF:M07436","false","0.00010033836071336192","3.998532998573932","6709","137","77","20045","TF",,"TF","TF",,,,"TF",,,,"TF",,"TF","TF",,"TF","TF",,,,,"TF","TF","TF","TF","TF",,,,"TF","TF",,"TF","TF",,"TF",,,"TF","TF",,"TF","TF",,,,,,"TF","TF","TF",,"TF",,"TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF",,,,,"TF","TF","TF",,"TF",,,,"TF","TF","TF","TF","TF","TF",,,"TF",,"TF","TF","TF",,,"TF","TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,,,"TF",,,"TF","TF","TF",,,"TF","TF",,"TF",,,"TF","TF","TF","TF",,"TF","TF",,,,,"TF"
"TF","Factor: E2F; motif: GGCGSG; match class: 1","TF:M00803_1","false","0.00010982758681682788","3.959288558815717","10535","137","103","20045","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF",,"TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,"TF",,,"TF","TF","TF",,,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,"TF",,"TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF",,,,"TF","TF",,"TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,
"TF","Factor: WT1; motif: RGGNGGGGGAGGRGGNGGRG","TF:M10108","false","0.0001117012090520525","3.9519421260626095","6724","137","77","20045","TF","TF","TF","TF","TF",,"TF","TF","TF",,,,,"TF",,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,,,,"TF","TF","TF","TF",,,,,"TF","TF","TF","TF",,,"TF",,"TF",,,"TF","TF",,,,"TF","TF","TF",,,"TF","TF","TF","TF","TF",,"TF","TF",,,"TF","TF",,,"TF",,,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF",,"TF","TF",,,,,"TF","TF","TF",,,,,"TF",,"TF","TF",,,,,,,,,,,"TF","TF","TF",,"TF",,"TF","TF",,,
"TF","Factor: ZF5; motif: NRNGNGCGCGCWN; match class: 1","TF:M00333_1","false","0.00012756143554651186","3.89428060195322","12784","137","116","20045","TF","TF","TF","TF",,,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF",,,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,"TF",,"TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF",,"TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF"
"TF","Factor: SP1:SP3; motif: CCSCCCCCYCC","TF:M01219","false","0.00014007048725049506","3.8536533606060948","7026","137","79","20045",,"TF",,"TF",,,,"TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,"TF",,,,"TF","TF",,"TF",,,"TF",,,"TF","TF",,"TF","TF","TF","TF",,"TF",,,"TF","TF",,,,"TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,,,"TF","TF",,"TF","TF",,,"TF","TF","TF","TF","TF","TF",,,"TF","TF",,"TF","TF","TF",,"TF",,"TF",,,"TF",,,"TF","TF",,,"TF","TF","TF","TF","TF",,,,,,"TF","TF","TF",,"TF",,"TF",,"TF","TF",,,"TF","TF",,"TF","TF",,"TF","TF",,,
"TF","Factor: ETF; motif: GVGGMGG","TF:M00695","false","0.00014881108091624237","3.8273647287256107","10745","137","104","20045","TF","TF","TF","TF",,,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF",,"TF",,,,,,,,"TF",,"TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,,"TF","TF",,,"TF",,"TF","TF","TF","TF","TF",,"TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF","TF","TF",,"TF","TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF",,"TF","TF","TF","TF","TF","TF","TF","TF","TF",,"TF","TF",,,
"TF","Factor: ZF5; motif: NGAGCGCGC","TF:M10111","false","0.00018088148902924291","3.742605875505013","2734","137","43","20045",,,,,,,,,,,,,"TF",,,,"TF",,"TF",,,,,,"TF","TF",,,,,,,,,,,"TF",,,,,,"TF",,,"TF",,"TF",,,,"TF",,,,,,"TF","TF",,"TF",,,,"TF","TF",,"TF",,,"TF",,,,,,,,,"TF",,"TF","TF","TF",,,,,"TF","TF",,"TF","TF",,,,"TF","TF","TF",,,,"TF","TF","TF",,,"TF",,,"TF",,,,"TF","TF",,,,"TF",,,"TF","TF",,"TF",,"TF","TF",,,,"TF",,"TF",,
"TF","Factor: ZFP14; motif: SCNNYCCNGNNSCTSCNC; match class: 1","TF:M12694_1","false","0.00019559529594767559","3.7086415941728204","5252","137","65","20045",,,"TF",,"TF",,"TF",,,,"TF","TF","TF","TF","TF","TF","TF",,"TF",,,,,"TF","TF","TF","TF",,,,,"TF",,"TF","TF",,,"TF","TF","TF","TF",,,"TF",,"TF",,,,"TF",,"TF",,,,"TF",,"TF","TF",,"TF",,,"TF",,"TF",,,"TF",,"TF","TF",,,"TF",,,,,,"TF","TF","TF","TF",,"TF",,,"TF",,,"TF",,,"TF",,,"TF",,"TF",,"TF",,,"TF","TF",,"TF",,"TF",,,"TF",,"TF",,,,"TF","TF","TF",,"TF","TF","TF",,,"TF","TF",,"TF",,"TF","TF",,"TF",
